test_date,county,new_positives,total_number_of_tests,region_orig
2020-03-23,Bronx,455,970,New York City
2020-03-22,Bronx,606,1276,New York City
2020-03-21,Bronx,367,1044,New York City
2020-03-20,Bronx,297,884,New York City
2020-03-19,Bronx,191,605,New York City
2020-03-18,Bronx,154,597,New York City
2020-03-17,Bronx,123,433,New York City
2020-03-16,Bronx,29,151,New York City
2020-03-15,Bronx,29,116,New York City
2020-03-14,Bronx,8,80,New York City
2020-03-13,Bronx,10,99,New York City
2020-03-12,Bronx,3,36,New York City
2020-03-11,Bronx,2,31,New York City
2020-03-10,Bronx,0,47,New York City
2020-03-09,Bronx,4,31,New York City
2020-03-08,Bronx,1,16,New York City
2020-03-07,Bronx,0,17,New York City
2020-03-06,Bronx,0,6,New York City
2020-03-05,Bronx,0,5,New York City
2020-03-04,Bronx,0,0,New York City
2020-03-03,Bronx,0,1,New York City
2020-03-02,Bronx,0,0,New York City
2020-03-01,Bronx,0,0,New York City
2022-10-12,Dutchess,62,584,Lower Hudson Valley
2022-10-11,Dutchess,52,601,Lower Hudson Valley
2022-10-10,Dutchess,26,234,Lower Hudson Valley
2022-10-09,Dutchess,47,552,Lower Hudson Valley
2022-10-08,Dutchess,34,447,Lower Hudson Valley
2022-10-07,Dutchess,62,485,Lower Hudson Valley
2022-10-06,Dutchess,62,664,Lower Hudson Valley
2022-10-05,Dutchess,60,677,Lower Hudson Valley
2022-10-04,Dutchess,79,870,Lower Hudson Valley
2022-10-03,Dutchess,35,441,Lower Hudson Valley
2022-10-02,Dutchess,31,344,Lower Hudson Valley
2022-10-01,Dutchess,43,468,Lower Hudson Valley
2022-09-30,Dutchess,45,658,Lower Hudson Valley
2022-09-29,Dutchess,73,649,Lower Hudson Valley
2022-09-28,Dutchess,82,961,Lower Hudson Valley
2022-09-27,Dutchess,59,493,Lower Hudson Valley
2022-09-26,Dutchess,67,547,Lower Hudson Valley
2022-09-25,Dutchess,37,370,Lower Hudson Valley
2022-09-24,Dutchess,48,467,Lower Hudson Valley
2022-09-23,Dutchess,78,543,Lower Hudson Valley
2022-09-22,Dutchess,68,559,Lower Hudson Valley
2022-09-21,Dutchess,103,879,Lower Hudson Valley
2022-09-20,Dutchess,102,830,Lower Hudson Valley
2022-09-19,Dutchess,60,354,Lower Hudson Valley
2022-09-18,Dutchess,43,424,Lower Hudson Valley
2022-09-17,Dutchess,70,740,Lower Hudson Valley
2022-09-16,Dutchess,61,493,Lower Hudson Valley
2022-09-15,Dutchess,98,826,Lower Hudson Valley
2022-09-14,Dutchess,56,490,Lower Hudson Valley
2022-09-13,Dutchess,62,505,Lower Hudson Valley
2022-09-12,Dutchess,59,518,Lower Hudson Valley
2022-09-11,Dutchess,45,453,Lower Hudson Valley
2022-09-10,Dutchess,68,504,Lower Hudson Valley
2022-09-09,Dutchess,45,464,Lower Hudson Valley
2022-09-08,Dutchess,39,523,Lower Hudson Valley
2022-09-07,Dutchess,50,445,Lower Hudson Valley
2022-09-06,Dutchess,47,536,Lower Hudson Valley
2022-09-05,Dutchess,27,208,Lower Hudson Valley
2022-09-04,Dutchess,29,273,Lower Hudson Valley
2022-09-03,Dutchess,33,428,Lower Hudson Valley
2022-09-02,Dutchess,48,514,Lower Hudson Valley
2022-09-01,Dutchess,53,456,Lower Hudson Valley
2022-08-31,Dutchess,70,926,Lower Hudson Valley
2022-08-30,Dutchess,45,399,Lower Hudson Valley
2022-08-29,Dutchess,37,276,Lower Hudson Valley
2022-08-28,Dutchess,29,369,Lower Hudson Valley
2022-08-27,Dutchess,38,484,Lower Hudson Valley
2022-08-26,Dutchess,59,594,Lower Hudson Valley
2022-08-25,Dutchess,54,607,Lower Hudson Valley
2022-08-24,Dutchess,112,796,Lower Hudson Valley
2022-08-23,Dutchess,62,563,Lower Hudson Valley
2022-08-22,Dutchess,42,341,Lower Hudson Valley
2022-08-21,Dutchess,47,415,Lower Hudson Valley
2022-08-20,Dutchess,57,562,Lower Hudson Valley
2022-08-19,Dutchess,68,768,Lower Hudson Valley
2022-08-18,Dutchess,51,721,Lower Hudson Valley
2022-08-17,Dutchess,57,512,Lower Hudson Valley
2022-08-16,Dutchess,53,485,Lower Hudson Valley
2022-08-15,Dutchess,49,392,Lower Hudson Valley
2022-08-14,Dutchess,44,581,Lower Hudson Valley
2022-08-13,Dutchess,53,578,Lower Hudson Valley
2022-08-12,Dutchess,75,532,Lower Hudson Valley
2022-08-11,Dutchess,79,497,Lower Hudson Valley
2022-08-10,Dutchess,107,903,Lower Hudson Valley
2022-08-09,Dutchess,82,616,Lower Hudson Valley
2022-08-08,Dutchess,46,347,Lower Hudson Valley
2022-08-07,Dutchess,54,309,Lower Hudson Valley
2022-08-06,Dutchess,81,827,Lower Hudson Valley
2022-08-05,Dutchess,82,660,Lower Hudson Valley
2022-08-04,Dutchess,81,601,Lower Hudson Valley
2022-08-03,Dutchess,92,841,Lower Hudson Valley
2022-08-02,Dutchess,73,764,Lower Hudson Valley
2022-08-01,Dutchess,33,239,Lower Hudson Valley
2022-07-31,Dutchess,51,460,Lower Hudson Valley
2022-07-30,Dutchess,100,631,Lower Hudson Valley
2022-07-29,Dutchess,88,917,Lower Hudson Valley
2022-07-28,Dutchess,93,615,Lower Hudson Valley
2022-07-27,Dutchess,100,600,Lower Hudson Valley
2022-07-26,Dutchess,85,746,Lower Hudson Valley
2022-07-25,Dutchess,59,449,Lower Hudson Valley
2022-07-24,Dutchess,60,483,Lower Hudson Valley
2022-07-23,Dutchess,83,718,Lower Hudson Valley
2022-07-22,Dutchess,76,577,Lower Hudson Valley
2022-07-21,Dutchess,101,823,Lower Hudson Valley
2022-07-20,Dutchess,104,776,Lower Hudson Valley
2022-07-19,Dutchess,78,629,Lower Hudson Valley
2022-07-18,Dutchess,68,551,Lower Hudson Valley
2022-07-17,Dutchess,47,380,Lower Hudson Valley
2022-07-16,Dutchess,62,554,Lower Hudson Valley
2022-07-15,Dutchess,78,649,Lower Hudson Valley
2022-07-14,Dutchess,77,645,Lower Hudson Valley
2022-07-13,Dutchess,120,898,Lower Hudson Valley
2022-07-12,Dutchess,77,582,Lower Hudson Valley
2022-07-11,Dutchess,64,412,Lower Hudson Valley
2022-07-10,Dutchess,46,367,Lower Hudson Valley
2022-07-09,Dutchess,83,690,Lower Hudson Valley
2022-07-08,Dutchess,87,728,Lower Hudson Valley
2022-07-07,Dutchess,95,864,Lower Hudson Valley
2022-07-06,Dutchess,85,799,Lower Hudson Valley
2022-07-05,Dutchess,44,225,Lower Hudson Valley
2022-07-04,Dutchess,35,226,Lower Hudson Valley
2022-07-03,Dutchess,65,465,Lower Hudson Valley
2022-07-02,Dutchess,69,601,Lower Hudson Valley
2022-07-01,Dutchess,90,791,Lower Hudson Valley
2022-06-30,Dutchess,83,708,Lower Hudson Valley
2022-06-29,Dutchess,81,644,Lower Hudson Valley
2022-06-28,Dutchess,73,648,Lower Hudson Valley
2022-06-27,Dutchess,52,785,Lower Hudson Valley
2022-06-26,Dutchess,41,371,Lower Hudson Valley
2022-06-25,Dutchess,69,804,Lower Hudson Valley
2022-06-24,Dutchess,67,814,Lower Hudson Valley
2022-06-23,Dutchess,85,757,Lower Hudson Valley
2022-06-22,Dutchess,98,1137,Lower Hudson Valley
2022-06-21,Dutchess,46,477,Lower Hudson Valley
2022-06-20,Dutchess,29,278,Lower Hudson Valley
2022-06-19,Dutchess,48,585,Lower Hudson Valley
2022-06-18,Dutchess,37,717,Lower Hudson Valley
2022-06-17,Dutchess,67,880,Lower Hudson Valley
2022-06-16,Dutchess,61,702,Lower Hudson Valley
2022-06-15,Dutchess,54,759,Lower Hudson Valley
2022-06-14,Dutchess,89,995,Lower Hudson Valley
2022-06-13,Dutchess,53,491,Lower Hudson Valley
2022-06-12,Dutchess,44,487,Lower Hudson Valley
2022-06-11,Dutchess,53,986,Lower Hudson Valley
2022-06-10,Dutchess,59,854,Lower Hudson Valley
2022-06-09,Dutchess,73,1005,Lower Hudson Valley
2022-06-08,Dutchess,77,1049,Lower Hudson Valley
2022-06-07,Dutchess,78,1248,Lower Hudson Valley
2022-06-06,Dutchess,59,659,Lower Hudson Valley
2022-06-05,Dutchess,48,582,Lower Hudson Valley
2022-06-04,Dutchess,90,1002,Lower Hudson Valley
2022-06-03,Dutchess,83,1365,Lower Hudson Valley
2022-06-02,Dutchess,115,1045,Lower Hudson Valley
2022-06-01,Dutchess,86,1179,Lower Hudson Valley
2022-05-31,Dutchess,30,343,Lower Hudson Valley
2022-05-30,Dutchess,47,370,Lower Hudson Valley
2022-05-29,Dutchess,50,580,Lower Hudson Valley
2022-05-28,Dutchess,92,1203,Lower Hudson Valley
2022-05-27,Dutchess,104,1122,Lower Hudson Valley
2022-05-26,Dutchess,102,1146,Lower Hudson Valley
